wid,time,text,uid,like_count,username,following,followed,gender
4.34E+15,Sun Feb 24 23:05:53 +0800 2019,真的觉得一般,2265976287,1,我家老头叫我胖子,128,69,f
4.34E+15,Sun Feb 24 23:09:56 +0800 2019,道路千万条，安全第一条，行车不规范，亲人泪两行,5213330968,1,余生半誓199012,33,32,f
4.34E+15,Sun Feb 24 23:34:56 +0800 2019,"今天刚有时间抽空去看了《流浪地球》，影片一开始我就在想，在如此大的天灾面前，平时的一些看不过让你不开心的都是小事儿，或者说压根就不是事，没有什么，比生死更大的事，没有什么，比亲情更让人动容的情了！<span class=""url-icon""><img alt=[爱你] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-4a23c0524a.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[爱你] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-4a23c0524a.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[爱你] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-4a23c0524a.png"" style=""width:1em; height:1em;"" /></span>你若安好，便是晴天！",6909512771,0,努力模式的阿娇,21,1,f
4.34E+15,Sun Feb 24 23:55:42 +0800 2019,好看好看超级好看,2783099057,1,咸咸茶叶蛋,109,54,f
4.40E+15,Sun Jul 28 20:22:27 +0800 2019,出二吗，刷了好几遍啦，想看二，很期待呢,6582710706,0,昆仑山上种水草,592,101,m
4.38E+15,Sun Jun 02 19:56:59 +0800 2019,"后悔现在才看完，真的太棒了这部电影<span class=""url-icon""><img alt=[good] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" style=""width:1em; height:1em;"" /></span>",5546741235,1,quietbew-ing,78,5023,f
4.38E+15,Sun Jun 09 00:08:54 +0800 2019,"地球去流浪，竟然没带月球一起。几十亿年的伴侣，说不要就不要。地月本是同林鸟，大难临头各自飞。 呵，渣球！<span class=""url-icon""><img alt=[允悲] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[允悲] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[允悲] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" style=""width:1em; height:1em;"" /></span>",2473573072,0,鱼要羊会,135,132,m
4.38E+15,Sun Jun 09 01:15:06 +0800 2019,晚安小破球,5236230568,0,枫酒,324,53,f
4.39E+15,Sun Jun 23 22:54:38 +0800 2019,老刘当年在河坡电厂干的时候，我们还能看见他背个小挎包。现在还在月亮湾住。,6473103077,2,大黑客6473103077,316,6,m
4.35E+15,Sun Mar 03 01:12:46 +0800 2019,不夸张，人家的游戏CG都做的很精致的，做动画很费钱的,2037098620,0,Peg丷,291,99,m
4.35E+15,Sun Mar 03 01:13:39 +0800 2019,本来想带一家人一起来看呢，可惜妈妈不喜欢科幻灾难题材的影片，于是我就自己静下心来观摩观摩。  真心感觉不错，无论是内容细节的把控，还是视觉效果的体验，都是很好很好的，至少对于一个作为“完美主义者”的我来说，非常好了。,5385136122,1,打完老板好高兴,4811,780,m
4.35E+15,Sun Mar 03 01:17:38 +0800 2019,（影片引人深思，也体现出了东方与西方思维的差异，宣扬了只有人类团结起来才能共同战胜一切阻碍的积极思想，同时作为科幻题材的影片，也不忘最后给观者以无限遐想的空间，“度”把握的非常之好。总之，我认为这是一部非常有意思同时又非常非常有意义的电影。）🍀☀🌙✨☃️❄💡👪,5385136122,1,打完老板好高兴,4811,780,m
4.35E+15,Sun Mar 03 08:45:31 +0800 2019,加油,3188908702,0,昔日重来2013,20,150,m
4.35E+15,Sun Mar 03 09:46:28 +0800 2019,什么时候有完整版！删节的戏份什么时候放出啊！！,3868102237,1,沽酒问江湖,96,82,m
4.35E+15,Sun Mar 03 11:11:58 +0800 2019,Repost,3285576681,0,虾仁秋葵粥,312,309,f
4.35E+15,Sun Mar 03 12:19:00 +0800 2019,喷子才是中国电影的未来，哈哈,6163242238,0,清风吉甫,47,113,m
4.35E+15,Sun Mar 03 13:13:19 +0800 2019,第二次刷《流浪地球》依然被其完整的故事情节，完美的特效制作，超级宏大的场面，无限拉长的时间，真的让人很震撼！各国航天员为了拯救人类，拯救地球，计划带着唯一的地球和仅剩的人类流浪100代人也就是2500年的时间，寻找新的“太阳”，那种执着与牺牲，真的很让人感动！,1670162904,0,汐影离殇XJTU,1269,376,m
4.35E+15,Sun Mar 03 17:27:24 +0800 2019,王磊队长能不能在第二部复活啊,2710737273,1,克里夫迪亚诺,909,333,f
4.35E+15,Sun Mar 03 18:40:25 +0800 2019,看到3.2.1抬头的时候哭的稀里哗啦  京哥牛逼！！！流浪地球冲鸭！！！,3238510560,1,Ye_Xiu叶修,75,43,f
4.35E+15,Sun Mar 03 19:04:46 +0800 2019,"自从我带我室友看过一次，他现在一休班，咱们去看流浪地球吧<span class=""url-icon""><img alt=[doge] src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" style=""width:1em; height:1em;"" /></span>",5280287779,0,煌煌烨如炜,470,110,m
4.35E+15,Sun Mar 03 19:25:40 +0800 2019,推崇了和平的概念！在地球生存的人类都要保卫家园！！,3274745280,0,山顶洞人的梦想,713,38,m
4.35E+15,Sun Mar 03 19:41:01 +0800 2019,希望这样国产大片，越来越多[加油][加油][加油][加油],5184656479,0,ifeng996,753,395,m
4.35E+15,Sun Mar 03 20:54:15 +0800 2019,"这部电影超燃！想看可以佳伟Chanyeol-Pluto<span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span>",6280968622,1,迷鹿521200511,318,107,f
4.35E+15,Sun Mar 03 20:57:49 +0800 2019,"电影很棒<span class=""url-icon""><img alt=[赞] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zan-e3d1e596da.png"" style=""width:1em; height:1em;"" /></span>",6590558112,0,ybsysh99,100,24,f
4.35E+15,Sun Mar 10 08:05:49 +0800 2019,太棒了！,5601440321,0,与子偕老0921,76,60,f
4.35E+15,Sun Mar 10 08:08:30 +0800 2019,"为流浪地球疯狂打call！这才是大片！这才是大制作！！！<span class=""url-icon""><img alt=[太开心] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-97bd3f82d6.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[太开心] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-97bd3f82d6.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[太开心] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-97bd3f82d6.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[太开心] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_taikaixin-97bd3f82d6.png"" style=""width:1em; height:1em;"" /></span>",6873706724,0,爱吃橙子的妮子,320,74,f
4.35E+15,Sun Mar 10 09:22:30 +0800 2019,月球帮地球做了多少？跑路居然不带上月球。你个渣球,5589574180,0,肖坚强fanyang,98,68,m
4.35E+15,Sun Mar 10 10:23:26 +0800 2019,化妆千万种，颜值第一条，长相不规范，老公（老婆）两行泪。,5606895739,1,该用户因违反美国霸权政策被查封,77,211,m
4.35E+15,Sun Mar 10 14:00:53 +0800 2019,不不不，3d的更好看，本以为影院要下线了，还好今天揪着小尾巴去看了一场，太特么好看，太特么震撼了！！,5454173125,0,星姑娘Christina,100,344,f
4.35E+15,Sun Mar 10 16:18:01 +0800 2019,京哥太棒了，厉害,2263948377,0,要吃醋的小仙女,361,133,f
4.35E+15,Sun Mar 10 17:23:54 +0800 2019,支持！！,3816688386,0,司徒元麒,61,122,m
4.35E+15,Sun Mar 10 20:12:31 +0800 2019,"希望是中国电影的分水岭，不是中国电影的顶峰<span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span>",5184656479,0,ifeng996,753,395,m
4.35E+15,Sun Mar 10 21:43:25 +0800 2019,每当仰望星空，都觉得我们是如此渺小，我们需要很多的爱，很多的安全感。可是当灾难来临，所有爱恨情仇都已不值一提，为了不愧对爱自己的人，不愧对自己，还是要珍惜当下，用力过每一天，抛除杂念，勇往直前！,2385840775,1,那首寂寞在唱歌,327,265,f
4.35E+15,Sun Mar 17 05:21:21 +0800 2019,"上个月杠了电影还没下映时就传播盗版的一个层主，他骂提倡看正版的人正版侠还说我杠精，我就追着他bb了很多，结果那条的回复这个月还在被其他人骂杠精~盗版侠怎么能那么高贵那么正义凛然呢？<span class=""url-icon""><img alt=[允悲] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" style=""width:1em; height:1em;"" /></span>",1806583493,1,Aelita_Schaeffer,170,33,f
4.35E+15,Sun Mar 17 07:47:57 +0800 2019,看了这个真的好感人，,5997374272,1,珍哥老婆-,67,33,f
4.35E+15,Sun Mar 24 02:26:54 +0800 2019,希望是我们这个年代像钻石一样珍贵的东西,6638737833,1,你是我心底的阴影ZHQ,38,1,m
4.35E+15,Sun Mar 24 11:11:12 +0800 2019,西游记是隐射文学，从某种角度来看西游记就是骂人方面的想象力要丰富点，离科幻——不在一条道上。,2851973213,0,黔人在渝,56,39,m
4.36E+15,Sun Mar 31 17:52:50 +0800 2019,请关注团贷网事件,3853989093,0,Azure丶雪,266,70,f
4.36E+15,Sun Mar 31 19:23:56 +0800 2019,东莞团贷网，运行8年多，明星代言，并且多次获得东莞政府颁布的多项荣誉证书奖，多次有东莞市政府视察，称其为正能量企业代表，赢得出借者信任的企业，而仅在12天之前，团贷网还蝉联3届315中国消费市场行业影响力品牌的称号！22万受害者，145亿代收，家破人亡，还我血汉钱,3193362907,0,君临天下帝王煎饼,258,67,m
4.36E+15,Sun Mar 31 23:12:14 +0800 2019,"从这里就能看出来，那些动辄百万转发然鹅我都没听说过什么作品的流量小生是多假多假了 //<a href='/n/彭于晏'>@彭于晏</a>: 夠燃 夠讚 春節必看 <span class=""url-icon""><img alt=[good] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" style=""width:1em; height:1em;"" /></span><a href='/n/吳京'>@吳京</a>",3279794434,1,鸵鸟也是会飞的,138,105,m
4.50E+15,Sun May 10 22:08:10 +0800 2020,又！是！我！,7232841101,1,一只老破球,738,614,f
4.37E+15,Sun May 19 11:05:54 +0800 2019,"很好看的电影<span class=""url-icon""><img alt=[可爱] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_keai-7a5bf88086.png"" style=""width:1em; height:1em;"" /></span>",6128402969,0,遗墓季,158,40,m
4.51E+15,Sun May 24 13:42:53 +0800 2020,什么时候你能回复我一下啊……,7232841101,1,一只老破球,738,614,f
4.44E+15,Sun Nov 24 07:53:16 +0800 2019,"恭喜小破球，实至名归<span class=""url-icon""><img alt=[羞嗒嗒] src=""//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiudada-f44e8f5688.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[羞嗒嗒] src=""//h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_xiudada-f44e8f5688.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span>",5670454012,0,月光漫过珍珠夏xia,151,40,f
4.43E+15,Sun Oct 13 23:10:29 +0800 2019,真的好看,6551419532,0,BEMLAR,640,143,m
4.42E+15,Sun Sep 15 21:57:23 +0800 2019,这几天做梦做出了续集   吴京老铁没事被木星改造变异了，变成了地球守护者，吴京老铁最棒了。,1631049885,0,沙锐超级大英雄,139,1423,m
4.36E+15,Thu Apr 11 10:28:32 +0800 2019,"这都是为了有钱人造的避险通道<span class=""url-icon""><img alt=[doge] src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" style=""width:1em; height:1em;"" /></span>",6330850900,0,小叶子在他乡,85,37,m
4.41E+15,Thu Aug 29 23:40:22 +0800 2019,刚又看了一遍预告片，还是很激动！,1742503845,0,老斋舍的小迷弟,135,133,m
4.45E+15,Thu Dec 12 22:00:19 +0800 2019,帅 <a href='http://t.cn/AiDyKEPy' data-hide=''><span class='url-icon'><img style='width: 1rem;height: 1rem' src='//h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png'></span> <span class='surl-text'>网页链接</span></a>,1353225684,0,海角七号vics,98,178,m
4.47E+15,Thu Feb 06 10:14:29 +0800 2020,真就流浪地球了吗？,6083612880,0,明不明白呢,90,27,m
4.34E+15,Thu Feb 07 01:29:16 +0800 2019,道路千万条， 安全第一条， 行车不规范， 亲人两行泪。,1968671292,5,欧呀呀咪,510,209,f
4.34E+15,Thu Feb 07 02:08:48 +0800 2019,看完了！流浪地球牛逼！,5941967695,1,珏谌,915,209,m
4.34E+15,Thu Feb 07 03:23:28 +0800 2019,"真的很好看，祝大卖！//<a href='/n/吳京'>@吳京</a>:多谢师弟//<a href='/n/彭于晏'>@彭于晏</a>:夠燃 夠讚 春節必看 <span class=""url-icon""><img alt=[good] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" style=""width:1em; height:1em;"" /></span><a href='/n/吳京'>@吳京</a>",3864381298,1,江海寄余生lonely,81,130,f
4.34E+15,Thu Feb 07 08:58:01 +0800 2019,票房反超了,5747881269,1,寒山一抹冰,209,343,m
4.34E+15,Thu Feb 07 10:00:25 +0800 2019,京哥，你一定要演章北海啊!,1766583632,1,小门呐,636,74,m
4.34E+15,Thu Feb 07 10:11:11 +0800 2019,“他们抓这些杠精做什么？”  “做燃料呗，键盘侠杠喷发动机，说白了，就是烧杠精。”  “哇！行星喷子！”  “这还不算是最大的呢，赤道上的转向喷子，那才是真正的口嗨巨人。”,5134001183,161,诺伦夜光,125,50,m
4.34E+15,Thu Feb 07 11:08:56 +0800 2019,谢谢你，让我们看到中国这样的好电影,3247753265,1,是胡桃君啊,1529,9890,f
4.34E+15,Thu Feb 07 12:38:37 +0800 2019,阿飞，新年快乐,2710295893,5,Y美子M,85,303,f
4.34E+15,Thu Feb 07 13:58:09 +0800 2019,看完电影后又熬夜读完了原著小说，感觉电影确实是超越了，只用了原著的内核，截取了极少的片段，注入了更多丰满的人物和情节。这是一个好故事，一部好电影。只是原著中更多悲剧的色彩，还迟迟停留在脑海。,1816347252,1,导演许飞青,601,66620,m
4.34E+15,Thu Feb 07 17:12:57 +0800 2019,拍的太好 👍,2063603855,1,江树vb,122,291,m
4.34E+15,Thu Feb 07 18:12:34 +0800 2019,给国产电影长脸了，希望拍出更多优秀电影,1996000277,3,大兵真是我,1306,745,m
4.34E+15,Thu Feb 07 18:33:23 +0800 2019,<a href='/n/吴京'>@吴京</a> 谢谢你，谢谢你们能给中国科幻电影做出一个榜样，我去看了，几度落泪，震撼。希望能拍出更多更好的电影。加油！,2164794181,1,星夜程光,326,562,m
4.34E+15,Thu Feb 07 18:55:14 +0800 2019,真心点赞,1796626544,1,FUFORYOU,739,15693,f
4.34E+15,Thu Feb 07 19:54:37 +0800 2019,好看！,6195920029,1,洪豆--月夜竹林2017,443,953,f
4.34E+15,Thu Feb 07 19:54:54 +0800 2019,我也哭死了,6195920029,4,洪豆--月夜竹林2017,443,953,f
4.34E+15,Thu Feb 07 20:36:56 +0800 2019,小破球冲鸭！！,2189486311,1,小叶不是夜,242,112,f
4.34E+15,Thu Feb 07 21:16:23 +0800 2019,京哥，我刚看完流浪地球回来，很棒呀！燃～新春快乐，我期待以后您更好的作品。👏,1738299063,3,夏满风荷,556,610,f
4.34E+15,Thu Feb 07 22:30:30 +0800 2019,"马上8亿票房了<span class=""url-icon""><img alt=[赞] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zan-e3d1e596da.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[赞] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zan-e3d1e596da.png"" style=""width:1em; height:1em;"" /></span>",2506859504,1,lisawangliubin,302,79,f
4.34E+15,Thu Feb 07 22:33:05 +0800 2019,"刚看完，拍的很棒<span class=""url-icon""><img alt=[good] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" style=""width:1em; height:1em;"" /></span>",2924772333,1,准大少奶奶,207,127,f
4.34E+15,Thu Feb 07 22:59:26 +0800 2019,把《三体》的版权买下来拍吧，我们放心等着看了,3167742971,1,两广老司机,129,60,m
4.34E+15,Thu Feb 07 23:22:02 +0800 2019,拍前传吧,1691333712,1,g0odbYeT0moRr0w,768,674,m
4.34E+15,Thu Feb 07 23:28:20 +0800 2019,好看好看好看好看好看好看,6195920029,1,洪豆--月夜竹林2017,443,953,f
4.34E+15,Thu Feb 07 23:31:33 +0800 2019,电影是真的很不错今天去看了反正我觉得票价值了支持国产科幻片,5413887569,1,哆啦A梦AAAAM,913,163,f
4.34E+15,Thu Feb 07 23:45:02 +0800 2019,晚上终于有时间去看了，真是高端大气上档次。,1880194244,2,超小毛虫,1468,454,f
4.34E+15,Thu Feb 14 00:04:00 +0800 2019,太震撼了！！！太好看了！！！情节内容一环扣一环，环环相扣。这是我第一部感到全剧毫无尿意的电影，真的！！《流浪地球》是中国电影的一个新纪元！！！中国科幻电影🐮🍻！！！中国电影🐮🍻！！！！！,6331456941,0,Yin乐乐乐,89,21,f
4.34E+15,Thu Feb 14 00:04:41 +0800 2019,除了吴京，我脑补不出适合这个角色的男演员，ps脑补男演员的时候想到黄晓明，他演的话肯定要起范，然后逆光剪影，很作很作。。。,3833593447,0,茄芝--,374,206,f
4.34E+15,Thu Feb 14 00:06:15 +0800 2019,中国强，吴京强👍,5465662698,0,sally-君玥,210,50,f
4.34E+15,Thu Feb 14 00:13:13 +0800 2019,"日常求海外上映＋增加场次<span class=""url-icon""><img alt=[悲伤] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-f8d6de06c8.png"" style=""width:1em; height:1em;"" /></span>还要电影设定集 要蓝光DVD 要火石 二十面骰这样剧情相关的周边！！！！！！项链耳环驾驶证快出啊我他妈买爆<span class=""url-icon""><img alt=[泪] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-1b4b02f8b1.png"" style=""width:1em; height:1em;"" /></span>",6586698699,0,·朝夕物語·,67,98,f
4.34E+15,Thu Feb 14 00:13:54 +0800 2019,太震撼了！！！太好看了！！！情节内容一环扣一环，环环相扣。这是我第一部感到全剧毫无尿意的电影，真的！！《流浪地球》是中国科幻电影的一个新纪元！！！中国科幻电影🐮🍻！！！中国电影🐮🍻！！！！！,6331456941,1,Yin乐乐乐,89,21,f
4.34E+15,Thu Feb 14 00:14:25 +0800 2019,太好看了,5667822954,0,鹤顶红678,162,27,m
4.34E+15,Thu Feb 14 00:15:07 +0800 2019,作为中国人，我很骄傲,5156010481,0,_蜂蜜柠檬茶_,123,26,f
4.34E+15,Thu Feb 14 00:21:26 +0800 2019,真的很好看，值得二刷,1372213517,2,136g的小朱先生,661,504,f
4.34E+15,Thu Feb 14 00:35:26 +0800 2019,"流浪地球第二部，插入帮助E星球人抵御灾难，地球在推进过程中遇到M星球人攻击，此时燃料补给不足又得到E星球联盟的帮助，使地球提前500年进入预定轨道。或是木星因为引燃了氢气，环境巨变M星球人想独霸木星，之后地球联合多个星球打败了M星人，共享资源，地球人一半建立木星基地，一半继续前行。<span class=""url-icon""><img alt=[馋嘴] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_chanzui-01ee2388fd.png"" style=""width:1em; height:1em;"" /></span>",5999251071,0,36号卫队,76,13,m
4.34E+15,Thu Feb 14 00:45:44 +0800 2019,打call！！！！IMAX下太震撼啦！！！想二刷了呜呜什么时候走导演剪辑版的蓝光碟啊？？？还有没有蓝光碟了,3847365126,1,MOLI_jl,129,452,f
4.34E+15,Thu Feb 14 00:49:35 +0800 2019,真的超级好看，不比好莱坞大片差，感觉中国电影开启了新时代呀！剧情，特效，音效，演员都好棒，超赞！,1969338235,1,Shir哩,119,192,f
4.34E+15,Thu Feb 14 02:36:05 +0800 2019,再来一步给力的科幻电视剧,1434130834,0,燃焚烽燧,304,850,m
4.34E+15,Thu Feb 14 02:46:07 +0800 2019,京哥   下次拍电影  我能不能把房子   卖了  啥都二手卖了   贷款投资一点点你电影   哈哈哈   这是我最近觉得最好玩的事    天选之子圆梦,1984948137,0,信小狮子,517,95,m
4.34E+15,Thu Feb 14 02:52:37 +0800 2019,超级喜欢  祝愿京哥新的一年里顺顺利利 健健康康,6363917978,0,我叫李清峰,179,0,m
4.34E+15,Thu Feb 14 03:06:11 +0800 2019,太棒了吧,5631402287,1,大皮蛋呐,73,22,f
4.34E+15,Thu Feb 14 03:34:12 +0800 2019,看完之后就俩字，牛逼！！！,2900808327,0,YanniSssssss,311,159,m
4.34E+15,Thu Feb 14 03:43:48 +0800 2019,"愿我们永远敢拼，愿我们永远敢爱<span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span>",6545789120,1,还是也叫没作业好了,472,57,f
4.34E+15,Thu Feb 14 05:58:45 +0800 2019,"能打动人心的一定是好电影，坐在小编旁边的几个观众都看到流泪<span class=""url-icon""><img alt=[good] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" style=""width:1em; height:1em;"" /></span>  <a href='/n/保定华隶影城'>@保定华隶影城</a> <a href='/n/保定万达影城'>@保定万达影城</a>",1400488302,1,保定早报,3556,125315,m
4.34E+15,Thu Feb 14 07:31:01 +0800 2019,已经看了三遍了老吴,5210120829,0,世间的行走者,50,101,m
4.34E+15,Thu Feb 14 08:34:15 +0800 2019,今天是情人节！有好吃的，好玩的，也有好看的！不管是一个人还是一家人！流浪地球让我们看到中国科幻电影的魅力。并且电影本身也在传递着希望和勇气！正能量推动着地球流浪！正能量让情人节有希望！为流浪地球点赞，为中国科幻打Call,6867979307,1,木佬佬零食汇萃官博,978,28186,m
4.34E+15,Thu Feb 14 08:45:14 +0800 2019,确实不错，谢谢你们的努力,6192775653,1,一个寻找天涯的人,27,17,m
4.34E+15,Thu Feb 14 08:58:37 +0800 2019,啥时候三体能拍出来就好了,5855806124,1,fghbvghhjhbvv,65,19,m
4.34E+15,Thu Feb 14 09:17:41 +0800 2019,"美国大片动不动就炸城市，我们就不一样了，我们炸木星<span class=""url-icon""><img alt=[二哈] src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[二哈] src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[二哈] src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" style=""width:1em; height:1em;"" /></span>",5698187215,1,小红帽与七只小矮狼,293,29,f
4.34E+15,Thu Feb 14 09:27:27 +0800 2019,"流浪地球好看<span class=""url-icon""><img alt=[鼓掌] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_guzhang-a35dfd4d70.png"" style=""width:1em; height:1em;"" /></span>",6298592127,0,wf时光不再,45,1,m
4.34E+15,Thu Feb 14 09:44:09 +0800 2019,"中国电影骄傲<span class=""url-icon""><img alt=[good] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" style=""width:1em; height:1em;"" /></span>",5724604316,0,耶耶耶叶子666,307,27,f
4.34E+15,Thu Feb 14 09:57:51 +0800 2019,"太好看了，中国也可以有大型科幻电影<span class=""url-icon""><img alt=[good] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" style=""width:1em; height:1em;"" /></span>",1868076593,0,略略略vivi,557,516,f
4.34E+15,Thu Feb 14 09:58:11 +0800 2019,支持流浪地球,1868076593,0,略略略vivi,557,516,f
4.34E+15,Thu Feb 14 09:58:31 +0800 2019,我尼玛 昨晚把我震撼到了  秒杀漫威全系列     期待我们的中国队长,5450141953,0,卖小米的窝窝头,31,3904,m
4.34E+15,Thu Feb 14 10:09:43 +0800 2019,胡子怎么蓄的不会是粘上去的哈哈,6639636345,0,JJrobin666,55,0,m
4.34E+15,Thu Feb 14 10:11:27 +0800 2019,挺你！！,5059395141,0,柠檬柠檬柠檬呦,545,1293,f
4.34E+15,Thu Feb 14 10:22:29 +0800 2019,要是我能演一个电视多好,3197399254,0,山阳之窗,150,52,m
4.34E+15,Thu Feb 14 10:30:13 +0800 2019,精彩，期待下一部这样优秀的电影！,5120520041,0,文晓瑾宇,113,23,f
4.34E+15,Thu Feb 14 10:31:41 +0800 2019,支持大刘，支持吴京，电影很好，我爱这生我养我的泱泱大国,1770383443,0,TiffanyCZH,231,292,f
4.34E+15,Thu Feb 14 10:41:27 +0800 2019,"支持你哦<span class=""url-icon""><img alt=[good] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[good] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" style=""width:1em; height:1em;"" /></span>",1502852655,0,舞动的指针,26,101,f
4.34E+15,Thu Feb 14 11:16:32 +0800 2019,吴京电影越来越好看了，路转粉,5192109817,0,YOKAYOOYOO,311,159,f
4.34E+15,Thu Feb 14 11:33:28 +0800 2019,无删节版，什么时候放出来,5317998947,1,小嘟独堵杜,22,56,m
4.34E+15,Thu Feb 14 11:34:25 +0800 2019,流浪地球被莹姐点名了！,6361110116,1,哇丶梅川内酷,216,63,m
