wid,time,text,uid,like_count,username,following,followed,gender
4.33E+15,Mon Jan 21 20:13:15 +0800 2019,大年初一 不见不散哈<a href='/n/电影流浪地球'>@电影流浪地球</a>,6623786334,2,还会是那个西瓜嘛,43,349,f
4.33E+15,Mon Jan 21 20:15:30 +0800 2019,我也太想看流浪地球了吧,2434746892,1,任何人都猜不到這是我們的訊號,623,11944,f
4.33E+15,Mon Jan 21 20:17:19 +0800 2019,好燃,1973762051,0,AtlasGO,202,332,m
4.33E+15,Mon Jan 21 20:18:48 +0800 2019,报告，已经买好了初一的票,1761128757,1,明雪寂,785,871,f
4.33E+15,Mon Jan 21 20:19:18 +0800 2019,跪求我认识的每一个人，看看这部电影,3191987632,18,半糖蜜桃茶,419,328,f
4.33E+15,Mon Jan 21 20:19:53 +0800 2019,选择希望,2782414927,1,从莱,117,5,m
4.33E+15,Mon Jan 21 20:20:20 +0800 2019,OK，我选择期待，春节假期见,1230559872,1,feel_love_J,659,281,f
4.33E+15,Mon Jan 21 20:31:47 +0800 2019,票以买好,3672578555,1,好你个陈信宏,82,191,m
4.33E+15,Mon Jan 21 20:36:22 +0800 2019,"咋还不到大年初一 等不及了<span class=""url-icon""><img alt=[跪了] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_guile-7b3e474f7f.png"" style=""width:1em; height:1em;"" /></span>",1947120291,1,西冷红茶半杯醒,527,10704,f
4.33E+15,Mon Jan 21 20:40:38 +0800 2019,确实改的不怎么认识了，但是很燃，相信大刘的监制,5024515022,67,一晌貪歡亅,552,245,f
4.33E+15,Mon Jan 21 20:46:06 +0800 2019,好期待,5528202993,0,韵疏迟,131,12138,f
4.33E+15,Mon Jan 21 20:48:54 +0800 2019,大刘监制，期待他脑海里的流浪地球,1942599977,9,想吸猫的女纸,155,154,f
4.33E+15,Mon Jan 21 20:49:30 +0800 2019,牛逼,6577809046,1,山支大队1号,490,218734,m
4.33E+15,Mon Jan 21 21:01:48 +0800 2019,小破球冲啊[加油],5945870633,24,for_fun77,196,148,f
4.33E+15,Mon Jan 21 21:24:38 +0800 2019,"我一定去，我会二刷<span class=""url-icon""><img alt=[酷] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_ku-6fa1a42f7b.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[酷] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_ku-6fa1a42f7b.png"" style=""width:1em; height:1em;"" /></span> 冲鸭！！",1838449980,1,爱迪眼科医院,903,1123,m
4.33E+15,Mon Jan 21 21:24:58 +0800 2019,"最后那颗星星，他爸爸真的变成星星牺牲了么？<span class=""url-icon""><img alt=[doge] src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" style=""width:1em; height:1em;"" /></span>",2160298802,8,合成師,1516,477,m
4.33E+15,Mon Jan 21 21:25:50 +0800 2019,"为家而战！干就完了！大年初一必须支持！作为电影官方合作手游，准备大量电影票福利！今年过年让我们一起燃爆中国科幻<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E8%AF%BA%E4%BA%9A%E4%BC%A0%E8%AF%B4%E6%89%8B%E6%B8%B8%23&extparam=%23%E8%AF%BA%E4%BA%9A%E4%BC%A0%E8%AF%B4%E6%89%8B%E6%B8%B8%23"" data-hide=""""><span class=""surl-text"">#诺亚传说手游#</span></a>",6598604522,1,诺亚传说手游,114,92971,m
4.33E+15,Mon Jan 21 21:27:08 +0800 2019,我真的觉得流浪地球可以把中国的科幻片去掉劣质的固有偏见，真的，我等这一部电影，等的太久了。中国也可以做出好科幻片!!!,6217504575,1,萌哈李,166,71,f
4.33E+15,Mon Jan 21 21:30:19 +0800 2019,"怎么说？我去买票了<span class=""url-icon""><img alt=[Aloha] src=""//h5.sinaimg.cn/m/emoticon/icon/movies/mickey_02-bea2520033.png"" style=""width:1em; height:1em;"" /></span>",2994792052,1,布维熊_Wayne,1309,1693,m
4.33E+15,Mon Jan 21 21:38:48 +0800 2019,"祝我们好运<span class=""url-icon""><img alt=[good] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png"" style=""width:1em; height:1em;"" /></span>",2909248461,1,初学伤心-q,457,152,f
4.33E+15,Mon Jan 21 21:43:21 +0800 2019,这预告好赞啊！！看上去电影剧情跟小说剧情完全不一样了，似乎只是借了大刘的架构想法？无论如何，希望这片子把剧情拍好！！有一就有二三，中国科幻电影冲鸭！！！！,1677081385,1,亦然易燃物,1062,14367,f
4.33E+15,Mon Jan 21 21:56:55 +0800 2019,"会去看的，不管怎么样都会支持的，中国科幻片加油啊！慢慢探索没关系的，一定会越来越好<span class=""url-icon""><img alt=[抓狂] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_zhuakuang-fd744b17b5.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[抓狂] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_zhuakuang-fd744b17b5.png"" style=""width:1em; height:1em;"" /></span>",3148751673,1,Ch_honey,2229,618,f
4.33E+15,Mon Jan 21 22:00:24 +0800 2019,看哭了…,3164696457,1,雪冬食肉而竹居,566,1133,f
4.33E+15,Mon Jan 21 22:09:56 +0800 2019,！！！！！//<a href='/n/龚格尔'>@龚格尔</a>: 各位，今年春节，跟以往的任何一个春节都不同。,1333474014,1,郁刚_Blue7,1006,7872,m
4.33E+15,Mon Jan 21 22:11:16 +0800 2019,"棒，大年初一，约起来<span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span>",1773652977,1,张尘Terri,261,1291,f
4.33E+15,Mon Jan 21 22:38:40 +0800 2019,大年初一！,1319540045,1,岚岚今天催楠楠收大头菜了吗,1144,491,m
4.33E+15,Mon Jan 21 23:00:31 +0800 2019,(=ﾟ▀ω▀)ﾉ 多灾多难星际之路，人类千万要挺住。,5655163747,7,科幻史诗,1424,8,m
4.33E+15,Mon Jan 21 23:05:44 +0800 2019,我他妈吹爆，现在就想看正片啊,5582990533,10,李招风,294,191,m
4.33E+15,Mon Jan 21 23:10:49 +0800 2019,感觉跟之前的预告片有不同，那个行星发动机警告的声音换成了英文果然感觉更有点代入感，感谢主创团队的用心！相信这一定是中国科幻电影的开山之作！已经准备好三刷的票钱了 |･ω･｀),1105701982,4,浮雨微岚,220,78,f
4.33E+15,Mon Jan 21 23:11:35 +0800 2019,3DIMAX，这特效不要太爆炸好么,5750199191,1,Km木_尕,1322,256,f
4.33E+15,Mon Jan 21 23:23:25 +0800 2019,这个预告真的太震撼了吧!一个个特效做的太逼真了!!最开始关注这部电影是因为大刘，越到后面越被电影本身所震撼!这真正是一部里程碑式的作品啊，反正不管怎样大年初一都回去看的!,5883356156,15,童丸子-Lyn,228,57,f
4.33E+15,Mon Jan 21 23:27:27 +0800 2019,热泪盈眶，需要这样的震撼。,1360185161,1,徐亦雄,385,945,m
4.47E+15,Mon Jan 27 23:37:57 +0800 2020,什么时候imax再上一遍我想看,2364533771,1,可爱一毛一样,447,108,f
4.33E+15,Mon Jan 28 18:59:48 +0800 2019,已买好大年初一零点场👻,1845756824,1,Zonuz,289,120,m
4.38E+15,Mon Jun 17 00:15:53 +0800 2019,晚安小球儿,5236230568,0,枫酒,324,53,f
4.48E+15,Mon Mar 02 22:03:20 +0800 2020,2020.3.2爱你❤,7232841101,0,一只老破球,738,614,f
4.48E+15,Mon Mar 02 22:05:21 +0800 2020,优秀.,7232841101,1,一只老破球,738,615,f
4.35E+15,Mon Mar 04 00:13:16 +0800 2019,"看过两遍了，也看了很多周边，<span class=""url-icon""><img alt=[爱你] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_aini-4a23c0524a.png"" style=""width:1em; height:1em;"" /></span>永远支持！",6999784395,1,不学习就会头脑发昏星人,53,4,f
4.35E+15,Mon Mar 04 03:22:24 +0800 2019,Hello吴京，我玩过一款游戏叫“文明”，civilization，和流浪地球可以说是相互呼应的。另一款“frostpunk”更是和流浪地球搭配完美。 流浪地球充满了人情味。人类从来都是感性动物，刘培强付出一切换取家人的存活（服役17年换地下城资格、主动引爆空间站），他对儿子有亏欠更多却是启明星一般闪耀的爱,2258115134,1,Jim_Chueng,9,2,m
4.35E+15,Mon Mar 04 03:23:34 +0800 2019,在引爆前他是无所畏惧是欣慰的，因为自己的举动救了儿子，这是让他无惧死亡的原动力，顺便也救了地球上的其他人。王磊这个队长不计代价也要完成任务，因为他提到妻子孩子都没了，投身任务完成任务是他坚持下来的动力。他坚守任务是为了计划成功人类延续，,2258115134,1,Jim_Chueng,9,2,m
4.35E+15,Mon Mar 04 03:24:05 +0800 2019,队友的牺牲和刘启的责难他不得不承担起来，义无反顾地驱使一伙人走在冰雪中。整部电影中他最脆弱最无助的时候，就是他承认任务失败的一刻：就地解散。哪怕是生命的最后一刻被压在烁石地下他也毫不畏惧，因为他相信自己的付出有意义，地球有希望了。 电影中的每一个角色都有自己的弱点和脆弱的时候，,2258115134,1,Jim_Chueng,9,2,m
4.35E+15,Mon Mar 04 03:24:54 +0800 2019,但是这群一团糟的人通过舍我的一个个瞬间把这部天方夜谭的电影情节变成可能，假老外为了拉出刘启纵身一跃就是个很好的例子，更不用提其他角色为别人甘愿赴死的悲壮。 如果在空间站的人是我，我会悲观地认为地球完蛋了，然后带着整个空间站的受精卵种子苟延残喘，,2258115134,1,Jim_Chueng,9,2,m
4.35E+15,Mon Mar 04 08:27:21 +0800 2019,支持一下！,5476941843,1,筱筱爱笑呦,4592,262,f
4.35E+15,Mon Mar 04 09:12:37 +0800 2019,我现在在写观后感？！,6426721034,1,尤个芋餅,843,4895,f
4.35E+15,Mon Mar 04 09:15:25 +0800 2019,我是干电影院的，一场完整的电影没看全过，你们信吗,6939885244,0,专治沙雕脑残,46,247,m
4.35E+15,Mon Mar 04 09:47:40 +0800 2019,希望国产片越来越好,6140180756,0,云飞扬的天涯52,378,91,f
4.35E+15,Mon Mar 04 11:01:54 +0800 2019,想看无删减版,5492826319,1,搞开放搞活,133,27,m
4.35E+15,Mon Mar 04 11:59:29 +0800 2019,看个电影也是集体社会活动,5756452183,0,零星雨688,329,122,m
4.35E+15,Mon Mar 04 15:23:02 +0800 2019,"流浪地球里的太阳本来想着膨胀能吸收几个行星，结果吃完金星水星，唉？地球呢？地球呢？我放在这边这么大个的地球呢？<span class=""url-icon""><img alt=[二哈] src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" style=""width:1em; height:1em;"" /></span>",5824474748,0,库莉希奴之恋,89,114,m
4.35E+15,Mon Mar 04 20:32:25 +0800 2019,吴京，加油↖(^ω^)↗,1769251333,0,弓开如满月_,173,380,f
4.35E+15,Mon Mar 04 20:52:06 +0800 2019,求无删减版本啊！！,6237998775,1,不在这个号,0,1,f
4.35E+15,Mon Mar 04 22:44:36 +0800 2019,看到有人黑，我就想问一句什么时候爱国也需要怀疑了,5999362372,0,轻狂小斯文,145,0,m
4.35E+15,Mon Mar 11 00:12:05 +0800 2019,作为中国人 看见中国电影在国外这么火 太自豪了,5580859745,1,onlylove18125,176,18,m
4.35E+15,Mon Mar 11 13:02:05 +0800 2019,这位网友的美丽视频非常精彩神力超越英雄联盟,6146841947,1,赵公民奋斗力精神,2933,480,f
4.35E+15,Mon Mar 11 13:46:59 +0800 2019,棒棒，就是科技馆馆长说的是AR那地方字幕组打成ai了哈哈哈哈,6578053523,0,马丁刘浪1980,18,17,m
4.35E+15,Mon Mar 11 14:35:27 +0800 2019,"华晨宇的音乐，不管是腾空而上的绚烂绽放，还是绚烂过后的孤独降落, 都一样的大气震撼，以及不曾改变的强大和美好！<span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[心] src=""//h5.sinaimg.cn/m/emoticon/icon/others/l_xin-6912791858.png"" style=""width:1em; height:1em;"" /></span>",1933896445,1,绿童11,456,617,f
4.35E+15,Mon Mar 11 15:03:06 +0800 2019,你们的商标被人抢注啦，现在在公告期，赶紧去提异议吧！ 4月12日前再不提，商标局就要核准了。会影响你们的衍生品授权哒！<a href='/n/电影流浪地球'>@电影流浪地球</a> <a href='/n/中影营销'>@中影营销</a> <a href='/n/中国电影'>@中国电影</a> <a href='/n/中影股份'>@中影股份</a> 【我爱刘培强中校555555】,5531361713,1,C小Q_爱_William,1633,296,f
4.35E+15,Mon Mar 11 15:30:02 +0800 2019,一直都支持吴京,2913870883,0,V零零五,413,103,f
4.35E+15,Mon Mar 11 19:06:37 +0800 2019,感觉那个刘启有点白痴，难道那时候没有国民教育和紧急戒备条例的吗，不知道现在外面究竟发生什么事吗,2022210425,1,Viulte,361,433,m
4.35E+15,Mon Mar 11 22:00:01 +0800 2019,科幻片拍了纪录片的感觉。。,5694882820,0,城市人火,259,41,m
4.35E+15,Mon Mar 18 16:32:18 +0800 2019,清醒,6115754077,0,出琦至圣,922,149,m
4.35E+15,Mon Mar 18 21:46:53 +0800 2019,"到底什么时候出导演剪辑版啊啊啊啊啊啊啊<span class=""url-icon""><img alt=[允悲] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" style=""width:1em; height:1em;"" /></span>",5890830662,1,差距也不是特别大92308,572,121,m
4.35E+15,Mon Mar 25 11:23:06 +0800 2019,"只要不是流量演员就行<span class=""url-icon""><img alt=[允悲] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png"" style=""width:1em; height:1em;"" /></span>",5755589799,0,不吃鱼的兔叽,165,42,f
4.35E+15,Mon Mar 25 12:04:03 +0800 2019,拼多多，一个坑多多，毒多多，大家注意吧！亲身体会,3189042670,0,有良心的老百姓,1539,3485,m
4.35E+15,Mon Mar 25 20:56:04 +0800 2019,"刚在<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E4%B8%9C%E6%96%B9%E9%A3%8E%E4%BA%91%E6%A6%9C%23&isnewpage=1"" data-hide=""""><span class=""surl-text"">#东方风云榜#</span></a> 现场听到笔笔唱《去流浪》，幸福<span class=""url-icon""><img alt=[憧憬] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xingxingyan-06a3ca0ae4.png"" style=""width:1em; height:1em;"" /></span>",5495743757,1,那就一起加油吧,158,99,f
4.35E+15,Mon Mar 25 21:58:24 +0800 2019,请问某电视台，陈佩斯为什么被封杀？,1742541470,0,砂粒空间,15,195,m
4.37E+15,Mon May 06 15:15:41 +0800 2019,版权方是穷疯了吗？国内观众这么捧你们，为什么网播会员还要收费？然而国外的却是免费？,1591500120,1,叫我班飞,83,82,m
4.37E+15,Mon May 13 07:59:01 +0800 2019,《流浪地球》两大逻辑硬伤：1. 立意明显不是流浪，而是逃往明确目标；2. 行星离开所属恒星无法维持能量补给。,1858350802,1,西门那棵树,2280,2133,m
4.38E+15,Mon May 27 13:47:03 +0800 2019,刘培强在空间站与莫斯的剧情感觉和机器人总动员里面的情节有点相似,6126679953,2,小路啊哈呦,34,94,m
4.42E+15,Mon Oct 07 13:53:10 +0800 2019,刚在电视上看完，破球超燃超棒,6404621944,0,--饭团团--,282,234,f
4.43E+15,Mon Oct 21 23:45:23 +0800 2019,刚刚才看，很感人，值得思考的一部电影，我们现在的美好生活来之不易，保护地球，人人有责。,3825817094,0,冷暖自知--不奢求,329,173,f
4.36E+15,Sat Apr 20 20:44:16 +0800 2019,恭喜流浪地球得奖👏👏👏,2132274217,1,絆城白夜,156,44,f
4.50E+15,Sat Apr 25 10:11:38 +0800 2020,你叫什么来着，水水土王？,7232841101,1,一只老破球,738,614,f
4.50E+15,Sat Apr 25 10:12:09 +0800 2020,还是㐬良也求？,7232841101,1,一只老破球,738,614,f
4.37E+15,Sat Apr 27 03:47:05 +0800 2019,"MOSS你这是叛逃<span class=""url-icon""><img alt=[doge] src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[doge] src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[doge] src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" style=""width:1em; height:1em;"" /></span>",5997795849,1,男神小哥哥超酷,14,86,m
4.40E+15,Sat Aug 10 08:06:39 +0800 2019,还是《流浪地球》好看,5852734121,4,像钻石珍贵的希望,1251,530,m
4.40E+15,Sat Aug 10 15:44:22 +0800 2019,看了上海堡垒，我才知道都是国内科幻电影，这差距有多大,5950145692,6,喜欢罗伊斯的巴萨球迷,271,495,m
4.40E+15,Sat Aug 10 18:07:19 +0800 2019,我回来看了一下转发，当时流浪地球上映没帮忙宣传，现在来趁热度挺恶心的,6595957348,2,kks10,138,27,f
4.40E+15,Sat Aug 10 23:14:18 +0800 2019,呼吁流浪地球重映。,3707270697,12,卷下十二,5,254,m
4.41E+15,Sat Aug 31 02:59:26 +0800 2019,现在网上那一版怎么回事？怎么开头详细介绍流浪过程被剪了，全剧就指着这个看了？,3293201657,0,围绕孤独感,440,107,m
4.41E+15,Sat Aug 31 11:22:51 +0800 2019,"哪吒来咯<span class=""url-icon""><img alt=[哪吒得意] src=""//h5.sinaimg.cn/m/emoticon/icon/movies/nezha_2deyi-37dc30c60f.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[哪吒得意] src=""//h5.sinaimg.cn/m/emoticon/icon/movies/nezha_2deyi-37dc30c60f.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[哪吒得意] src=""//h5.sinaimg.cn/m/emoticon/icon/movies/nezha_2deyi-37dc30c60f.png"" style=""width:1em; height:1em;"" /></span>",6161393313,1,理想女友慕慕,42,13,m
4.41E+15,Sat Aug 31 15:25:12 +0800 2019,吒儿来啦，三弟超二哥啦,6939972252,0,长明1995,154,10,f
4.41E+15,Sat Aug 31 15:51:25 +0800 2019,等了半天还不上海报嘛二哥，,1684385255,0,渭水来潮,199,469,m
4.47E+15,Sat Feb 01 05:11:13 +0800 2020,"我想回到2019年的大年初一，那时希望还是像钻石一样珍贵的东西，还没有被金钱蒙蔽了双眼的人弃如敝履。<span class=""url-icon""><img alt=[泪] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-1b4b02f8b1.png"" style=""width:1em; height:1em;"" /></span>",1721281267,0,星团爱拢龙,525,189,m
4.34E+15,Sat Feb 09 00:01:21 +0800 2019,没有一点物理常识的科幻小说，就是笑话,1424532655,1,周舰1976,109,78,m
4.34E+15,Sat Feb 09 00:01:35 +0800 2019,央视新闻官博都在表扬，喷子们服了吗？,6018832223,1,我才不是米线,111,12,m
4.34E+15,Sat Feb 09 00:05:01 +0800 2019,这部片子燃起我对硬科幻的热爱！本来是冲着社会主义中国风赛博朋克去的😂看完后不光是画面概念设计没有失望  也被电影的硬科幻元素惊到 真的拍出了带有我们自己本土元素和情怀的科幻电影 某瓣只有8.0的评分真的太苛刻了,2300142307,1,小星一点也不南,1412,540,f
4.34E+15,Sat Feb 09 00:07:28 +0800 2019,厉害了,3814013145,1,Hacker_dongdong,1092,262,m
4.34E+15,Sat Feb 09 00:10:30 +0800 2019,等了这么久，终于看到我们自己的科幻片了。,5497592728,1,先生_先生_,53,46,m
4.34E+15,Sat Feb 09 00:15:08 +0800 2019,就只觉得特效不错,2132729922,1,马志勇1970,25,412,m
4.34E+15,Sat Feb 09 00:15:46 +0800 2019,"天体动力学？霍曼转移？弹弓效应？小白一只<span class=""url-icon""><img alt=[二哈] src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_erha-0fecc90ac1.png"" style=""width:1em; height:1em;"" /></span>",3108169861,1,任务代号701,61,51,m
4.34E+15,Sat Feb 09 00:16:19 +0800 2019,速度不是2u+v吗？,2657652294,2,astalavistagb,203,61,m
4.34E+15,Sat Feb 09 00:18:37 +0800 2019,"学渣的我甚至不知道这些是物理知识，地理知识，天文知识，还是数学知识？<span class=""url-icon""><img alt=[摊手] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-3abaa4ed77.png"" style=""width:1em; height:1em;"" /></span>反正不是英语知识。",1961216081,1,盘溢,132,144,f
4.34E+15,Sat Feb 09 00:19:51 +0800 2019,明天就要去看了，希望不要让我失望。,5516423424,1,寂寞的付先森,68,74,m
4.34E+15,Sat Feb 09 00:21:03 +0800 2019,今天看了外星人....一言难尽……要看这个,1748871785,1,燚小懵懵懵不对,409,1403,f
4.34E+15,Sat Feb 09 00:22:41 +0800 2019,确实好看，必须支持！,2105414331,1,lindaliu的后花园,38,76,f
4.34E+15,Sat Feb 09 00:27:55 +0800 2019,"天朝还是拍武侠吧 科幻片别去凑热闹了<span class=""url-icon""><img alt=[汗] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_han-0e7b8aa6d1.png"" style=""width:1em; height:1em;"" /></span>",3663887104,1,影染时光,348,239,m
4.34E+15,Sat Feb 09 00:33:30 +0800 2019,好高级，必须有专业知识,1063451224,1,慧慧茹在哪里,490,563,f
4.34E+15,Sat Feb 09 00:34:56 +0800 2019,技术阅兵！中国科幻电影工业电影的里程碑,1881803251,1,陶庵夢憶復夢尋,1251,870,f
4.34E+15,Sat Feb 09 00:40:17 +0800 2019,人类很渺小，人类也很伟大，回归基本我们还是要保护环境，延长地球寿命,3239448270,1,打滚的猫儿,182,187,f
4.34E+15,Sat Feb 09 00:55:13 +0800 2019,还没看，据说票房还不错,6891208066,1,A鲲鹏之志A,644,139,m
4.34E+15,Sat Feb 09 00:55:28 +0800 2019,没有抱任何期待去看，但电影真的给了很大的惊喜!!! 面对太阳的老化，人类与地球结为一体，通过科技，一方面利用木星的引力弹弓，一方面又要避免被其捕获……一场宏大与渺小的生存竞赛，这样的震撼太刘慈欣。,5528124256,1,karenspace,176,139,f
4.34E+15,Sat Feb 09 01:02:53 +0800 2019,明天补了再来看,1689114037,1,YuKingzuo,210,469,f
4.34E+15,Sat Feb 09 01:11:18 +0800 2019,看完的还想二刷,1808089677,1,陽寶寶w-2026,983,859,f
4.34E+15,Sat Feb 09 01:12:57 +0800 2019,和家人刚从电影院回来，真的太好看了。每一处细节都非常的有深意。点赞！！,5884830667,1,般般大妖精,1005,281,f
4.34E+15,Sat Feb 09 01:15:16 +0800 2019,虾米,6941831316,1,并存暴打受戒MJ,988,28,f
4.34E+15,Sat Feb 09 01:31:57 +0800 2019,超好看！！,5224351711,1,我只想当白白的舔狗,149,107,f
4.34E+15,Sat Feb 09 01:37:29 +0800 2019,介样?,6973914504,1,丿楼市夂,1041,47,m
4.34E+15,Sat Feb 09 01:37:52 +0800 2019,"我理解的科幻就是当下无法实现的科技或人文幻想 实现了就不叫科幻 既然实现不了我们为何要看 有的是为了新奇爽的创意与刻画 有的是为了看逻辑 我是来看哲学架构与古谚语映照的 并且我是飞船派 但不影响我观影 有希望真好 米饭🍚真香<span class=""url-icon""><img alt=[Aloha] src=""//h5.sinaimg.cn/m/emoticon/icon/movies/mickey_02-bea2520033.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[Aloha] src=""//h5.sinaimg.cn/m/emoticon/icon/movies/mickey_02-bea2520033.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[Aloha] src=""//h5.sinaimg.cn/m/emoticon/icon/movies/mickey_02-bea2520033.png"" style=""width:1em; height:1em;"" /></span>其他网吧念经我不听🙉与我无关<span class=""url-icon""><img alt=[吃瓜] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_chigua-c95cd5ba58.png"" style=""width:1em; height:1em;"" /></span>",5968246189,3,爆破手13号实验室小南瓜,300,145,m
4.34E+15,Sat Feb 09 01:50:26 +0800 2019,很好看,2240929493,1,绾清诗,1661,307,f
4.34E+15,Sat Feb 09 01:58:49 +0800 2019,强,6973950109,1,邮拟人卧房,907,23,m
4.34E+15,Sat Feb 09 02:04:09 +0800 2019,"大刘帮助我打开了科幻世界的新大门<span class=""url-icon""><img alt=[并不简单] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_bingbujiandan-e0c6936005.png"" style=""width:1em; height:1em;"" /></span>",1768130620,1,Lady-clouds一朵芙蕖,368,586,f
4.34E+15,Sat Feb 09 02:08:13 +0800 2019,好多人大推这部电影 有意思 可以考虑去看看,2849762044,1,QI实是淇_,140,1084,f
4.34E+15,Sat Feb 09 02:11:02 +0800 2019,科技强国,6155020243,1,缘来是你w2017,1300,226,m
4.34E+15,Sat Feb 09 02:11:59 +0800 2019,这是中国科幻的一小步，是全球科幻的一大步。从此科幻走出了平民偶遇-变身英雄-拯救世界-成就自我的好莱坞套路。,2095068545,2,丁香墨客,176,101,m
4.34E+15,Sat Feb 09 02:23:03 +0800 2019,希望看见过更多这样的好科普,6544084449,1,虎妞东北玩泥巴,216,57,m
4.34E+15,Sat Feb 09 02:38:08 +0800 2019,3q,6974686097,1,水清挚爱,582,120,m
4.34E+15,Sat Feb 09 02:47:30 +0800 2019,还没看，明天安排起来,3766930727,1,蕾蕾7270,706,636,f
4.34E+15,Sat Feb 09 03:12:25 +0800 2019,没看过，想看。,6600079741,1,1987发生了什么,563,96,f
4.34E+15,Sat Feb 09 03:39:48 +0800 2019,无语了...,6975331874,1,夂占到一旦,666,91,m
4.34E+15,Sat Feb 09 04:14:36 +0800 2019,所以我真的很讨厌那个说流浪地球哪儿哪儿都不及格的影评 在我看来真的很不错,2354580322,2,磊磊打人唧唧叫,351,2057,m
4.34E+15,Sat Feb 09 04:26:22 +0800 2019,其实很一般,3086185625,1,九歌兮兮,63,70,m
4.34E+15,Sat Feb 09 04:56:24 +0800 2019,唉...,6973916577,1,夂啤酒造像,1010,38,m
4.34E+15,Sat Feb 09 05:09:18 +0800 2019,魔怔了,6973946143,1,各项持卡,980,20,m
4.34E+15,Sat Feb 09 05:23:24 +0800 2019,魔怔了,6973815316,1,莲吖__,159,32,m
4.34E+15,Sat Feb 09 05:31:48 +0800 2019,我高兴的是 我终于不用再看国产大烂片了。,3242629962,1,幸福的鸡蛋面,337,223,m
4.34E+15,Sat Feb 09 05:36:52 +0800 2019,原著《流浪地球》好看，电影的编剧太弱，借了原著的背景讲一个缺心眼的故事。这锅大刘不背。,1400762235,1,Jonathan胖子,381,53,m
4.34E+15,Sat Feb 09 05:45:11 +0800 2019,<a href='/n/流浪地球'>@流浪地球</a> 自我感觉流浪地球是中国近代史上第一部真正的世界史诗级科幻大片，真正第一部属于中国人拯救世界的完美影片，作为中国的影视导演理应深入挖掘此片精髓，希望再接再厉勉励前行，对不起京哥 我欠你一张电影票。,5529931812,16,傻明明明明,29,9,m
4.34E+15,Sat Feb 09 07:15:04 +0800 2019,来了来了,2746530845,1,狐狸尾巴呀,14,196,f
4.34E+15,Sat Feb 09 07:15:11 +0800 2019,咯看咯所以,2746530845,1,狐狸尾巴呀,14,196,f
4.34E+15,Sat Feb 09 07:18:49 +0800 2019,牛,2210548377,1,心爱佳,849,148,f
4.34E+15,Sat Feb 09 07:25:36 +0800 2019,听说很好看。,5134830196,1,一路匆匆v,89,181,m
4.34E+15,Sat Feb 09 07:32:25 +0800 2019,长见识了,3767771105,1,丁香的韵味,249,398,m
4.34E+15,Sat Feb 09 07:37:40 +0800 2019,看电影不能光看热闹,2070576965,1,我的暮然回首01,425,145,f
